Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
52,143,63.5,31.1,Light,9,1909,3,0,77,Good
43,162,63.9,24.3,Heavy,6,2439,5,3,85,Optimal
65,183,101.7,30.4,Heavy,7,4426,0,3,77,Good
44,171,55.7,19.0,Moderate,6,3797,4,3,88,Optimal
18,141,36.3,18.3,Heavy,7,2256,1,2,81,Optimal
37,164,82.7,30.7,Heavy,7,1741,1,2,74,Good
19,151,44.1,19.3,Sitting,7,3584,3,2,81,Optimal
52,167,96.0,34.4,Sitting,8,2198,5,3,51,Moderate Risk
53,178,117.9,37.2,Sitting,9,2870,0,0,62,Good
46,179,86.6,27.0,Heavy,8,1812,3,3,78,Good
37,183,96.5,28.8,Heavy,6,4343,4,0,98,Optimal
51,199,124.4,31.4,Light,9,4382,1,0,83,Optimal
37,166,75.6,27.4,Heavy,4,1384,0,0,72,Good
39,188,87.1,24.6,Light,6,4120,3,1,91,Optimal
48,173,102.7,34.3,Light,9,3008,0,1,72,Good
37,167,76.3,27.4,Heavy,7,1011,1,2,79,Good
44,180,83.0,25.6,Light,8,1901,5,3,75,Good
33,151,74.7,32.8,Moderate,6,4354,3,2,75,Good
64,182,115.5,34.9,Light,9,3862,2,0,80,Optimal
63,161,91.6,35.3,Moderate,6,1219,2,0,69,Good
34,196,113.8,29.6,Moderate,9,4109,5,0,99,Optimal
18,156,51.8,21.3,Sitting,5,4435,2,0,79,Good
62,166,66.0,24.0,Moderate,5,3086,2,1,89,Optimal
29,162,58.5,22.3,Sitting,4,4100,3,3,61,Good
33,175,77.5,25.3,Light,6,1078,4,1,78,Good
34,190,130.0,36.0,Light,5,3354,2,3,53,Moderate Risk
58,200,103.9,26.0,Sitting,5,2703,3,2,65,Good
27,177,87.4,27.9,Light,9,2020,0,3,61,Good
22,175,112.7,36.8,Heavy,5,4009,2,1,72,Good
64,169,66.0,23.1,Heavy,7,1851,0,3,80,Optimal
46,156,37.8,15.5,Light,4,2735,5,2,70,Good
53,157,46.4,18.8,Heavy,7,3633,1,0,100,Optimal
40,165,71.9,26.4,Moderate,8,3981,1,0,95,Optimal
29,171,96.7,33.1,Light,4,1864,5,3,48,Moderate Risk
58,157,54.9,22.3,Heavy,5,1793,5,2,85,Optimal
39,193,88.8,23.8,Light,5,2428,0,2,65,Good
18,153,78.1,33.4,Sitting,9,1625,5,0,68,Good
42,154,52.3,22.1,Sitting,5,1803,5,3,60,Good
39,143,64.9,31.7,Moderate,9,2289,0,3,60,Good
30,182,67.4,20.3,Moderate,7,2866,1,3,87,Optimal
32,142,52.5,26.0,Sitting,4,4156,5,3,59,Moderate Risk
48,151,45.9,20.1,Heavy,9,4317,3,3,96,Optimal
64,153,61.5,26.3,Light,8,1414,0,0,79,Good
19,162,45.4,17.3,Moderate,5,3028,3,1,84,Optimal
54,183,65.2,19.5,Light,4,2033,4,0,78,Good
47,141,44.0,22.1,Light,8,1197,5,0,95,Optimal
20,165,95.5,35.1,Moderate,9,3800,2,1,79,Good
28,187,72.6,20.8,Moderate,8,2627,2,2,94,Optimal
32,186,82.0,23.7,Light,6,1045,5,3,75,Good
31,181,101.0,30.8,Heavy,9,1671,2,3,71,Good
50,175,73.5,24.0,Heavy,8,3232,2,3,94,Optimal
33,155,43.9,18.3,Heavy,8,2522,3,0,100,Optimal
24,140,47.6,24.3,Moderate,4,3328,3,3,76,Good
58,175,66.9,21.8,Light,8,4178,2,0,99,Optimal
34,197,120.1,30.9,Moderate,8,2157,5,1,82,Optimal
25,150,31.4,14.0,Sitting,6,3254,3,0,74,Good
62,183,65.8,19.6,Heavy,5,2381,1,0,87,Optimal
50,198,115.1,29.4,Heavy,5,2916,5,2,84,Optimal
43,151,85.4,37.5,Light,5,3727,0,0,62,Good
60,144,50.9,24.5,Heavy,5,2832,5,1,100,Optimal
44,166,88.3,32.0,Sitting,5,1252,0,2,40,Moderate Risk
49,189,127.5,35.7,Heavy,4,3049,0,1,64,Good
19,182,78.4,23.7,Light,5,4334,4,2,83,Optimal
56,171,70.9,24.2,Moderate,6,1418,5,2,85,Optimal
40,149,45.9,20.7,Light,6,1634,2,2,74,Good
20,182,94.3,28.5,Sitting,8,3258,0,1,70,Good
58,200,112.8,28.2,Heavy,7,3793,4,3,89,Optimal
65,186,80.8,23.4,Light,5,3587,4,3,78,Good
56,141,77.5,39.0,Moderate,8,2705,1,2,66,Good
50,160,65.3,25.5,Heavy,7,3116,3,3,91,Optimal
54,144,71.2,34.3,Heavy,5,1834,1,2,59,Moderate Risk
41,144,76.6,36.9,Sitting,6,1424,4,1,51,Moderate Risk
33,182,112.7,34.0,Moderate,4,3579,5,1,72,Good
34,162,78.5,29.9,Heavy,5,1274,2,1,72,Good
43,179,114.0,35.6,Sitting,9,4021,2,2,59,Moderate Risk
43,152,40.4,17.5,Heavy,9,3537,0,3,83,Optimal
64,145,84.6,40.2,Moderate,8,2056,5,0,73,Good
50,177,65.6,20.9,Sitting,4,2986,0,2,60,Good
29,158,69.2,27.7,Heavy,4,2185,4,0,79,Good
26,163,58.3,21.9,Light,4,1554,3,0,76,Good
57,146,79.6,37.3,Moderate,7,4014,0,3,62,Good
56,177,58.3,18.6,Moderate,9,3944,1,0,100,Optimal
29,154,72.6,30.6,Sitting,8,1910,4,2,60,Good
23,184,115.9,34.2,Light,7,2949,2,3,66,Good
30,191,127.6,35.0,Heavy,8,4444,2,0,90,Optimal
29,181,102.8,31.4,Sitting,6,3455,5,1,71,Good
50,197,90.7,23.4,Moderate,9,3842,4,2,98,Optimal
62,176,97.1,31.3,Light,4,4231,3,3,57,Moderate Risk
39,175,98.9,32.3,Light,8,3417,4,1,83,Optimal
65,162,87.7,33.4,Sitting,5,4420,5,0,68,Good
31,186,106.9,30.9,Moderate,5,3145,3,1,78,Good
52,191,71.3,19.5,Sitting,9,3254,5,1,90,Optimal
23,142,50.2,24.9,Moderate,7,2694,4,3,93,Optimal
62,179,72.0,22.5,Moderate,7,1921,1,3,77,Good
59,175,107.6,35.1,Heavy,9,3509,1,3,72,Good
44,160,56.6,22.1,Sitting,4,1102,5,3,55,Moderate Risk
28,172,92.3,31.2,Moderate,5,3517,2,2,70,Good
21,144,48.2,23.2,Light,6,3378,0,0,90,Optimal
59,146,68.9,32.3,Sitting,5,4331,2,2,54,Moderate Risk
40,165,88.2,32.4,Moderate,4,4200,3,1,70,Good
24,150,57.4,25.5,Light,6,4147,0,1,80,Optimal
65,166,96.7,35.1,Sitting,6,2109,2,0,54,Moderate Risk
24,160,83.1,32.5,Heavy,6,2213,5,3,69,Good
48,172,67.1,22.7,Heavy,7,1065,2,0,99,Optimal
46,188,71.1,20.1,Sitting,8,2274,3,3,66,Good
57,195,75.5,19.9,Sitting,8,3493,5,3,80,Optimal
54,145,75.0,35.7,Sitting,9,3373,4,1,67,Good
46,177,112.8,36.0,Heavy,9,1952,3,1,75,Good
53,145,56.2,26.7,Heavy,9,1876,4,3,81,Optimal
22,153,85.4,36.5,Moderate,6,1822,4,2,61,Good
59,194,105.2,28.0,Sitting,9,3250,1,2,68,Good
45,163,55.0,20.7,Light,5,2886,3,2,81,Optimal
59,182,73.2,22.1,Heavy,5,2466,2,1,84,Optimal
56,174,55.4,18.3,Sitting,8,4107,5,0,89,Optimal
62,140,59.7,30.5,Sitting,4,2707,4,0,65,Good
52,143,26.5,13.0,Heavy,4,3494,4,3,70,Good
61,157,43.8,17.8,Light,8,4047,3,3,80,Optimal
30,143,46.6,22.8,Light,7,1913,1,2,77,Good
33,151,52.9,23.2,Moderate,6,1330,1,3,72,Good
62,176,73.9,23.9,Light,7,3680,0,0,95,Optimal
50,174,103.2,34.1,Moderate,6,3762,3,0,83,Optimal
22,171,91.9,31.4,Heavy,5,1117,5,2,71,Good
54,160,63.1,24.6,Heavy,8,3965,4,1,100,Optimal
48,182,115.7,34.9,Heavy,4,3912,5,1,76,Good
65,175,61.0,19.9,Heavy,6,4384,5,0,100,Optimal
33,161,45.5,17.6,Heavy,6,1637,4,3,76,Good
59,149,58.9,26.5,Heavy,8,1432,2,0,92,Optimal
58,142,27.1,13.4,Moderate,5,2291,3,2,63,Good
23,160,50.3,19.6,Sitting,8,1895,1,3,62,Good
52,161,50.0,19.3,Light,6,1493,2,0,84,Optimal
20,165,93.5,34.3,Heavy,5,4257,0,3,62,Good
19,178,70.8,22.3,Heavy,5,1716,0,2,75,Good
50,140,29.0,14.8,Light,5,1692,0,2,54,Moderate Risk
63,155,38.8,16.1,Moderate,5,2608,2,1,80,Optimal
64,190,115.2,31.9,Heavy,4,3736,0,3,60,Good
61,149,44.6,20.1,Light,5,3219,4,1,88,Optimal
61,188,89.7,25.4,Light,9,3553,2,0,94,Optimal
21,197,101.2,26.1,Moderate,7,1151,3,3,75,Good
50,187,72.1,20.6,Heavy,8,2725,2,2,99,Optimal
61,182,104.0,31.4,Heavy,6,2432,3,0,82,Optimal
64,161,46.4,17.9,Heavy,4,1656,1,2,66,Good
59,158,78.7,31.5,Heavy,5,1744,3,2,67,Good
25,198,80.9,20.6,Moderate,7,2710,2,2,94,Optimal
27,184,121.4,35.9,Moderate,9,3301,1,1,76,Good
53,140,26.7,13.6,Sitting,7,4332,2,3,61,Good
52,154,85.0,35.8,Sitting,4,1451,5,3,34,High Risk
37,163,68.3,25.7,Heavy,9,3654,0,3,84,Optimal
54,196,103.9,27.0,Moderate,8,1112,4,1,86,Optimal
36,170,98.5,34.1,Sitting,8,3966,4,1,70,Good
57,154,89.1,37.6,Moderate,5,4439,2,0,71,Good
55,174,95.7,31.6,Light,9,1090,4,1,74,Good
65,158,80.4,32.2,Sitting,7,1655,0,1,55,Moderate Risk
64,198,86.0,21.9,Light,5,2176,1,3,62,Good
43,158,72.9,29.2,Light,6,2372,1,0,71,Good
25,175,113.7,37.1,Moderate,9,1594,4,0,75,Good
62,180,94.8,29.3,Sitting,7,1615,4,2,62,Good
24,179,87.4,27.3,Moderate,9,2699,5,0,100,Optimal
43,151,48.5,21.3,Light,8,4429,4,1,98,Optimal
32,199,86.0,21.7,Moderate,8,3561,0,3,85,Optimal
29,148,67.9,31.0,Sitting,9,2115,2,0,66,Good
45,162,46.2,17.6,Sitting,9,1579,4,3,61,Good
44,151,59.5,26.1,Sitting,7,1733,2,2,63,Good
41,141,57.1,28.7,Heavy,7,1162,4,2,83,Optimal
21,183,92.9,27.7,Moderate,4,1288,2,1,65,Good
20,188,103.9,29.4,Moderate,9,3461,5,3,84,Optimal
49,164,56.2,20.9,Light,7,2493,2,0,89,Optimal
53,171,62.9,21.5,Light,6,1740,3,3,71,Good
57,156,82.6,33.9,Heavy,5,3734,5,2,77,Good
38,163,90.0,33.9,Light,4,1752,5,2,52,Moderate Risk
39,142,24.2,12.0,Light,4,2682,5,0,75,Good
48,164,65.1,24.2,Moderate,4,3318,4,2,83,Optimal
40,140,45.1,23.0,Light,6,4496,2,3,79,Good
62,173,103.5,34.6,Moderate,7,3719,1,3,68,Good
49,175,104.2,34.0,Heavy,9,1848,0,0,77,Good
61,152,51.5,22.3,Heavy,4,1028,5,1,85,Optimal
59,140,31.9,16.3,Sitting,8,2949,3,3,67,Good
36,160,92.2,36.0,Heavy,9,1556,1,0,76,Good
58,185,75.2,22.0,Sitting,5,3037,4,3,68,Good
46,153,48.8,20.8,Sitting,5,2554,2,2,69,Good
29,194,87.7,23.3,Moderate,5,3292,5,2,90,Optimal
27,145,77.0,36.6,Sitting,4,1052,0,1,33,High Risk
57,191,95.8,26.3,Light,9,3586,5,2,89,Optimal
62,183,116.9,34.9,Heavy,9,1981,4,0,84,Optimal
21,150,58.6,26.0,Heavy,4,4188,5,3,79,Good
64,150,50.9,22.6,Heavy,6,1953,0,0,90,Optimal
32,163,99.5,37.4,Sitting,8,4470,3,2,58,Moderate Risk
52,144,57.1,27.5,Moderate,5,2535,0,0,82,Optimal
49,177,57.5,18.4,Heavy,9,3804,2,0,100,Optimal
24,194,113.1,30.1,Light,4,3866,0,2,58,Moderate Risk
44,173,59.8,20.0,Sitting,4,2549,2,0,74,Good
39,185,85.1,24.9,Light,6,1935,5,3,75,Good
37,160,79.0,30.9,Sitting,4,1688,4,1,50,Moderate Risk
20,146,57.7,27.1,Heavy,5,1188,4,1,80,Optimal
41,141,79.1,39.8,Light,4,1099,4,0,51,Moderate Risk
56,181,107.7,32.9,Moderate,4,1635,3,3,50,Moderate Risk
52,173,103.4,34.5,Moderate,4,4330,4,0,74,Good
58,144,57.5,27.7,Heavy,6,1260,4,0,89,Optimal
27,183,80.4,24.0,Moderate,8,1454,5,1,95,Optimal
55,199,115.5,29.2,Heavy,9,2657,3,0,100,Optimal
40,152,66.7,28.9,Moderate,8,4308,0,1,85,Optimal
30,146,63.5,29.8,Heavy,9,2411,1,2,75,Good
51,143,42.0,20.5,Heavy,9,3178,5,1,100,Optimal
54,166,76.6,27.8,Moderate,4,3220,4,3,69,Good
46,164,67.6,25.1,Heavy,8,2143,3,0,96,Optimal
46,154,69.9,29.5,Moderate,6,1059,3,2,70,Good
32,167,52.9,19.0,Moderate,6,1717,3,2,81,Optimal
63,193,100.6,27.0,Heavy,5,3402,3,1,88,Optimal
26,174,72.6,24.0,Light,5,3359,1,3,72,Good
53,173,66.6,22.3,Light,5,3737,3,0,91,Optimal
58,185,96.3,28.1,Heavy,6,2080,2,1,80,Optimal
34,197,82.9,21.4,Moderate,7,4343,1,2,92,Optimal
55,176,74.0,23.9,Moderate,8,3345,3,3,91,Optimal
49,174,82.3,27.2,Sitting,4,2394,1,2,44,Moderate Risk
44,164,97.6,36.3,Sitting,4,3369,4,2,47,Moderate Risk
26,185,118.0,34.5,Sitting,9,1133,4,1,59,Moderate Risk
57,200,102.8,25.7,Moderate,6,1101,4,0,87,Optimal
53,198,87.2,22.2,Moderate,9,3761,3,3,91,Optimal
40,185,67.5,19.7,Heavy,6,1085,5,0,100,Optimal
39,187,69.8,20.0,Heavy,7,1804,3,2,91,Optimal
35,181,89.4,27.3,Light,9,3300,1,3,74,Good
46,149,35.8,16.1,Light,6,2398,2,3,60,Good
19,155,84.5,35.2,Sitting,9,4303,1,1,62,Good
62,148,78.9,36.0,Moderate,4,3287,3,2,60,Good
64,155,65.6,27.3,Moderate,7,2858,0,2,82,Optimal
33,174,95.6,31.6,Moderate,6,1594,4,0,79,Good
28,162,65.7,25.0,Light,4,3322,5,2,80,Optimal
57,193,116.1,31.2,Moderate,7,4268,2,3,75,Good
44,141,24.4,12.3,Moderate,4,1010,5,1,65,Good
32,147,42.7,19.8,Heavy,7,1380,3,3,86,Optimal
25,163,43.0,16.2,Sitting,4,3585,2,2,55,Moderate Risk
59,158,70.3,28.2,Sitting,4,2474,1,1,48,Moderate Risk
18,151,66.9,29.3,Moderate,9,4407,2,3,78,Good
28,164,103.2,38.4,Heavy,8,1054,1,1,67,Good
43,160,91.6,35.8,Light,4,2031,0,3,34,High Risk
43,147,73.5,34.0,Moderate,4,4064,5,1,72,Good
26,166,52.5,19.1,Moderate,6,1707,5,2,85,Optimal
24,179,107.4,33.5,Heavy,9,4104,5,3,83,Optimal
60,199,137.4,34.7,Light,9,4491,2,3,65,Good
52,195,89.3,23.5,Moderate,7,3246,0,3,85,Optimal
56,172,104.6,35.4,Heavy,4,1128,5,0,70,Good
56,157,88.8,36.0,Sitting,6,3965,4,3,52,Moderate Risk
54,167,83.5,29.9,Heavy,4,3589,2,0,82,Optimal
31,152,74.2,32.1,Moderate,4,1254,2,2,54,Moderate Risk
38,198,109.8,28.0,Sitting,4,2324,3,2,47,Moderate Risk
57,187,94.9,27.1,Moderate,8,3851,4,3,85,Optimal
49,189,96.0,26.9,Light,5,4054,2,2,72,Good
59,168,69.9,24.8,Sitting,9,1246,0,2,65,Good
18,183,77.6,23.2,Moderate,9,2514,0,3,85,Optimal
39,180,64.5,19.9,Heavy,9,4344,2,2,99,Optimal
34,162,94.2,35.9,Moderate,8,2418,1,2,61,Good
50,191,107.1,29.4,Light,6,1175,1,2,61,Good
25,175,108.1,35.3,Sitting,5,1626,2,3,34,High Risk
46,194,126.5,33.6,Heavy,5,3053,2,0,82,Optimal
49,163,90.9,34.2,Moderate,4,3353,4,2,65,Good
34,171,77.0,26.3,Light,6,1866,4,2,72,Good
50,167,102.6,36.8,Light,7,3327,4,2,71,Good
20,182,81.2,24.5,Moderate,5,3051,1,2,82,Optimal
64,187,109.2,31.2,Moderate,8,2789,5,1,91,Optimal
18,181,62.3,19.0,Heavy,7,2982,5,1,100,Optimal
46,156,81.4,33.4,Moderate,9,2502,1,2,75,Good
31,192,78.8,21.4,Light,6,4217,0,3,75,Good
42,179,79.3,24.7,Sitting,9,2256,1,2,67,Good
29,159,87.4,34.6,Heavy,5,1382,2,0,70,Good
28,196,89.3,23.2,Heavy,6,4443,4,3,93,Optimal
50,156,49.3,20.3,Moderate,8,2010,5,3,85,Optimal
41,187,71.5,20.4,Light,8,1129,0,2,75,Good
45,200,138.3,34.6,Heavy,7,3077,2,3,75,Good
46,176,59.1,19.1,Heavy,8,1467,1,0,97,Optimal
19,187,122.8,35.1,Heavy,6,1970,1,1,67,Good
48,155,61.3,25.5,Heavy,5,2930,0,2,80,Optimal
49,180,77.0,23.8,Sitting,5,3650,4,1,78,Good
40,162,79.9,30.4,Light,8,2080,2,1,71,Good
26,192,113.6,30.8,Sitting,5,2857,2,1,61,Good
48,183,94.0,28.1,Heavy,4,2670,0,2,71,Good
27,188,115.6,32.7,Heavy,4,4144,3,2,70,Good
27,145,78.8,37.5,Sitting,7,4213,5,0,72,Good
42,167,67.4,24.2,Sitting,8,3951,4,2,83,Optimal
21,200,113.3,28.3,Moderate,4,1872,0,3,51,Moderate Risk
33,196,101.1,26.3,Moderate,6,2275,3,2,75,Good
65,186,99.3,28.7,Heavy,4,2091,1,0,72,Good
33,188,126.6,35.8,Heavy,4,1651,3,2,55,Moderate Risk
29,144,80.9,39.0,Heavy,7,3799,1,0,82,Optimal
52,176,97.9,31.6,Moderate,9,1368,1,1,73,Good
27,141,50.8,25.6,Heavy,7,3898,2,2,94,Optimal
61,148,77.6,35.4,Sitting,8,1727,1,0,57,Moderate Risk
38,168,75.8,26.9,Light,4,1447,2,2,57,Moderate Risk
28,172,66.7,22.5,Light,7,4027,5,0,100,Optimal
30,186,100.6,29.1,Moderate,9,1983,3,1,80,Optimal
29,197,115.8,29.8,Light,9,1257,3,1,74,Good
41,149,70.5,31.8,Moderate,4,2244,5,2,60,Good
30,163,43.5,16.4,Heavy,4,1511,0,1,67,Good
39,188,105.5,29.8,Sitting,8,3814,3,2,69,Good
50,198,110.6,28.2,Moderate,9,3478,5,3,86,Optimal
26,142,67.1,33.3,Light,7,1164,3,2,64,Good
31,153,75.3,32.2,Heavy,4,2145,5,1,70,Good
34,192,110.1,29.9,Heavy,8,1593,1,2,75,Good
34,181,84.3,25.7,Moderate,8,1538,0,3,69,Good
21,173,72.6,24.3,Moderate,8,3235,1,2,92,Optimal
46,161,49.0,18.9,Heavy,4,2126,0,2,70,Good
46,188,101.9,28.8,Sitting,7,1774,3,2,61,Good
59,190,93.5,25.9,Heavy,6,1308,5,3,79,Good
50,189,86.7,24.3,Light,9,4020,0,0,95,Optimal
26,193,87.4,23.5,Sitting,6,1446,4,0,78,Good
41,168,85.7,30.4,Sitting,9,2513,1,1,69,Good
65,158,46.7,18.7,Light,4,4454,0,2,70,Good
24,160,59.6,23.3,Moderate,9,2837,5,3,95,Optimal
58,192,97.2,26.4,Light,7,1304,4,1,81,Optimal
64,149,83.3,37.5,Light,9,1810,4,2,60,Good
24,147,79.1,36.6,Light,7,4071,3,0,79,Good
56,196,134.4,35.0,Sitting,8,2276,0,0,56,Moderate Risk
32,161,47.2,18.2,Sitting,4,3063,1,1,61,Good
63,161,95.3,36.8,Heavy,9,1065,4,3,66,Good
54,147,85.7,39.7,Heavy,4,1068,4,3,46,Moderate Risk
19,176,76.5,24.7,Heavy,8,2675,0,3,90,Optimal
38,168,107.1,37.9,Sitting,6,4240,0,0,56,Moderate Risk
57,185,97.7,28.5,Heavy,9,1689,2,3,74,Good
29,161,83.9,32.4,Sitting,8,2412,1,2,51,Moderate Risk
59,160,42.7,16.7,Moderate,4,4020,5,3,72,Good
32,178,63.7,20.1,Sitting,9,3033,5,3,80,Optimal
24,143,55.8,27.3,Light,5,1557,1,2,59,Moderate Risk
39,175,66.0,21.6,Moderate,4,1184,3,3,66,Good
20,148,38.4,17.5,Light,5,2758,0,0,78,Good
36,173,106.9,35.7,Sitting,8,4333,4,0,72,Good
28,153,55.7,23.8,Moderate,8,3056,3,3,91,Optimal
29,145,43.5,20.7,Sitting,8,1363,4,2,73,Good
48,146,31.7,14.9,Heavy,5,2506,0,0,84,Optimal
31,193,93.5,25.1,Moderate,7,1251,5,2,85,Optimal
54,175,109.9,35.9,Light,9,3146,0,2,64,Good
31,172,76.8,26.0,Heavy,4,4437,1,2,76,Good
52,155,90.4,37.6,Heavy,8,3580,2,0,86,Optimal
31,179,116.2,36.3,Light,4,4142,2,2,53,Moderate Risk
21,175,65.8,21.5,Sitting,4,3409,0,1,65,Good
60,167,92.3,33.1,Light,4,3526,4,1,66,Good
35,198,91.0,23.2,Sitting,5,3075,0,0,75,Good
28,157,71.5,29.0,Moderate,7,3256,2,1,88,Optimal
43,193,126.8,34.0,Heavy,9,1941,4,3,70,Good
29,151,80.3,35.2,Heavy,8,3055,0,1,80,Optimal
56,187,117.5,33.6,Moderate,9,3416,4,1,86,Optimal
56,198,92.7,23.6,Sitting,7,1777,0,3,60,Good
58,144,40.1,19.3,Moderate,5,4335,0,0,90,Optimal
20,182,117.9,35.6,Moderate,7,1620,4,2,68,Good
59,165,98.3,36.1,Sitting,7,2931,2,0,68,Good
49,158,77.7,31.1,Moderate,6,1409,4,3,64,Good
51,151,32.7,14.3,Light,8,1370,2,1,72,Good
61,164,91.9,34.2,Moderate,5,3390,3,0,78,Good
30,189,114.1,31.9,Light,5,4402,0,0,70,Good
54,184,86.2,25.5,Moderate,8,1623,5,3,80,Optimal
63,193,100.6,27.0,Light,7,1954,1,0,80,Optimal
37,197,88.8,22.9,Light,7,4251,1,2,87,Optimal
18,163,43.4,16.3,Moderate,7,1515,2,0,85,Optimal
48,148,50.4,23.0,Sitting,8,1799,2,3,64,Good
54,196,125.2,32.6,Sitting,5,1123,0,0,49,Moderate Risk
32,174,77.6,25.6,Heavy,4,3212,2,1,84,Optimal
33,191,94.4,25.9,Heavy,6,3917,0,0,94,Optimal
19,175,108.0,35.3,Heavy,9,2624,0,2,75,Good
23,153,58.4,24.9,Heavy,7,2001,3,2,91,Optimal
65,194,133.1,35.4,Sitting,5,1145,5,3,40,Moderate Risk
57,147,50.3,23.3,Heavy,4,3405,1,2,82,Optimal
56,144,46.6,22.5,Moderate,8,4190,3,2,96,Optimal
34,151,50.7,22.2,Heavy,4,3717,2,0,94,Optimal
25,184,74.7,22.1,Sitting,9,3077,3,3,76,Good
28,172,102.0,34.5,Sitting,4,1596,1,0,43,Moderate Risk
46,166,71.4,25.9,Sitting,6,1324,2,3,53,Moderate Risk
65,193,129.0,34.6,Light,6,3054,4,3,64,Good
22,174,94.9,31.3,Moderate,6,3052,2,0,85,Optimal
54,199,113.3,28.6,Light,5,1317,4,3,58,Moderate Risk
24,156,74.6,30.7,Heavy,9,1699,2,0,86,Optimal
24,166,72.3,26.2,Moderate,6,3908,4,2,87,Optimal
28,146,70.9,33.3,Light,5,1379,5,0,68,Good
48,178,111.0,35.0,Heavy,4,2180,0,3,46,Moderate Risk
61,158,53.1,21.3,Sitting,5,3239,0,3,60,Good
63,164,96.1,35.7,Sitting,7,2000,0,0,54,Moderate Risk
24,160,66.1,25.8,Heavy,9,3522,2,0,100,Optimal
47,192,116.1,31.5,Moderate,9,1085,0,0,76,Good
51,145,30.0,14.3,Moderate,5,3357,0,0,78,Good
41,177,102.4,32.7,Sitting,4,3062,1,2,46,Moderate Risk
49,188,74.4,21.1,Heavy,6,4208,2,0,100,Optimal
44,149,39.2,17.7,Heavy,4,1367,2,3,63,Good
36,144,36.1,17.4,Sitting,5,4021,0,2,58,Moderate Risk
20,178,90.9,28.7,Moderate,9,1610,4,3,73,Good
31,172,85.0,28.7,Moderate,4,2877,3,0,81,Optimal
51,152,58.8,25.5,Sitting,6,3254,1,3,62,Good
27,174,106.2,35.1,Light,6,3953,0,3,55,Moderate Risk
27,148,40.5,18.5,Moderate,7,1964,2,1,89,Optimal
43,170,78.7,27.2,Light,4,1639,3,1,63,Good
51,158,53.6,21.5,Sitting,9,1539,3,3,66,Good
32,166,47.5,17.2,Heavy,9,2461,3,2,84,Optimal
53,162,67.9,25.9,Moderate,9,3834,0,0,94,Optimal
26,141,34.1,17.2,Heavy,6,3172,3,1,94,Optimal
56,171,91.5,31.3,Heavy,7,3378,4,1,94,Optimal
56,173,71.0,23.7,Heavy,6,4207,5,0,100,Optimal
50,175,70.5,23.0,Sitting,6,1508,4,2,68,Good
51,200,88.1,22.0,Light,5,4458,4,3,78,Good
37,163,95.6,36.0,Light,8,1267,3,3,55,Moderate Risk
28,177,89.0,28.4,Heavy,9,2155,4,2,83,Optimal
34,176,99.2,32.0,Moderate,7,3195,1,3,72,Good
54,195,122.9,32.3,Moderate,8,3805,5,1,90,Optimal
25,184,91.7,27.1,Sitting,6,4426,0,0,72,Good
65,179,77.9,24.3,Moderate,7,2790,2,2,94,Optimal
18,173,66.0,22.1,Heavy,4,3850,3,1,91,Optimal
44,173,59.0,19.7,Heavy,5,3931,2,1,94,Optimal
58,174,69.3,22.9,Sitting,4,3260,4,0,78,Good
28,163,97.6,36.7,Moderate,8,3998,3,2,74,Good
54,184,112.8,33.3,Sitting,4,2636,1,0,55,Moderate Risk
47,194,97.5,25.9,Heavy,8,2511,4,3,92,Optimal
41,172,86.7,29.3,Sitting,7,4453,2,3,63,Good
33,156,75.2,30.9,Moderate,4,2243,2,3,51,Moderate Risk
47,176,79.2,25.6,Moderate,9,1636,0,1,80,Optimal
60,171,97.7,33.4,Heavy,7,1097,0,3,63,Good
46,191,84.6,23.2,Sitting,8,1756,0,0,75,Good
58,147,36.7,17.0,Heavy,9,1546,0,2,78,Good
63,194,100.6,26.7,Moderate,6,2303,2,0,82,Optimal
62,166,81.3,29.5,Light,6,1390,3,0,75,Good
64,196,102.9,26.8,Moderate,8,1016,5,1,88,Optimal
42,185,90.3,26.4,Heavy,9,1321,1,2,80,Optimal
20,196,114.6,29.8,Moderate,4,3287,5,0,83,Optimal
59,163,92.7,34.9,Light,4,3836,3,3,52,Moderate Risk
64,171,100.7,34.4,Sitting,7,3000,5,2,66,Good
47,197,113.4,29.2,Moderate,7,3384,0,3,74,Good
26,182,97.7,29.5,Moderate,4,3032,1,2,66,Good
35,153,82.1,35.1,Moderate,6,2975,0,0,75,Good
49,162,59.3,22.6,Moderate,9,1031,1,1,87,Optimal
46,184,106.2,31.4,Moderate,8,3133,0,3,71,Good
21,198,118.3,30.2,Moderate,6,2173,4,2,71,Good
34,167,71.8,25.7,Light,6,4470,4,0,92,Optimal
57,143,67.4,33.0,Moderate,8,1650,1,3,60,Good
31,189,82.2,23.0,Heavy,9,1664,5,0,100,Optimal
39,176,86.8,28.0,Moderate,4,2864,4,1,79,Good
22,150,71.5,31.8,Heavy,7,3929,3,2,86,Optimal
44,185,102.4,29.9,Sitting,8,1188,1,1,60,Good
21,147,82.2,38.0,Heavy,5,1032,2,2,55,Moderate Risk
62,150,59.1,26.3,Light,7,4385,1,1,86,Optimal
53,166,105.7,38.4,Heavy,5,3383,1,2,62,Good
39,167,94.8,34.0,Sitting,4,2452,2,0,46,Moderate Risk
49,200,116.1,29.0,Moderate,7,2629,1,1,86,Optimal
